prefix	input_text	target_text
multilabel classification	first bank i know buhari through lai mohammed banned you people from here but e no go better for una o give me my k airtime i no force you to sponsor the voice give me my k airtime na my money	negative
multilabel classification	omo this life no get balance and i dont know who i have offended as at my age now i no get girlfriend no tease mate friend no chat street girl and even a bola or awara girl its no joke wollah e dey pain i really feel it but im just pretending	negative
multilabel classification	na this love wey you put now go cause problem i no dey take am easy with love	negative
multilabel classification	my mates dey enjoy for house me i dey here dey work bye bye to independent lady i no do again	negative
multilabel classification	see i don go sleep abeg make nobody record any thing wey rose do today please kayode off her mic infact show me whitemoney ah rose wan kill me	negative
multilabel classification	cows man fit start cow business add obi anachulu efi to him title na people like then dey make people no dey like go village	negative
multilabel classification	umtiti and the likes that decided to stay na beg i dey beg make dem no play any match umtiti still dey my club pjanic dey but messi comot abeg make i no see dem for any match cos i no go watch am abegretired footballers	negative
multilabel classification	honestly maria dey craze out of all housemates inside why she go nominate whitemoney fire burn her yansh your maria no get sense she come dey cry dey hug mazi whitemoney are you ment	negative
multilabel classification	i no dey see pissure again o and my vpn dey on e dey show london no be juju be dis	negative
multilabel classification	i think im no longer omo iya e again oooo cos you just dey air me	negative
multilabel classification	i wish say they fit evict arsenal i for happy die or anybody wey a de hisher name make they just evict that person	negative
multilabel classification	dear liverpool fc why is it that every transfer window we must cry and beg you guys to do the needful this our current squad is ageing already una dy test my loyalty oo abi transfer window don close for anfield make una sign players before one or two go happen	negative
multilabel classification	you don cause wahala my girl don like the tweet wahala	negative
multilabel classification	clothes are expensive na to dress like eve dey waka be that ayam tired	negative
multilabel classification	e be like say this one dey ment you dey order drink on our date without my knowledge andn on my absent what if i couldnt make it down omo angel for heaven don use this one learn work already	negative
multilabel classification	stop dishing it out in large quantities nobody is cooking anything ooh small small make e reach all man for dah yellow canopy wetin be dis abeg oohbe joting	negative
multilabel classification	dem don dey see nakedness already gbefun where you dey watch since na	negative
multilabel classification	he no go better for all those telegram channel whey dey forecast games una don wreck me finish all my money don finish one game i no see chop bastard people	negative
multilabel classification	dear don jazzy abeg na bless me too	negative
multilabel classification	wizkid fc i de call on all of una to help stream my music abeg me sef na fc too	negative
multilabel classification	come be now wey i do see woman wey i love abeg o	negative
multilabel classification	i will do the most i will get to ibadan the day the result comes out god abeg once again my daddy go run am as always the way i don they plan to reveal it to my man sef you will think say na pregnancy reveal coz its been so energy draining i swear	negative
multilabel classification	is been god all the way e no easy but we chest am na mind ️na defense remain ️ thank yall for de love nd support god bless yall for	negative
multilabel classification	you de carry me go bistro	positive
multilabel classification	one day i was coming from one party tinted eyes saw a guy and a babe fighting i do good boy intervene pin the guy for wall you dey mad why you dey harrass the babe na the babe tell me wetin concern you oga na my boyfriend i carry the guy hand put for her neck	negative
multilabel classification	but all these people that went to the airport to welcome bamteddy where una dey when people dey vote ‍️	negative
multilabel classification	mama purity see as u set over fine dey worry u and chikalaoh boy see figure chop kiss una fine	positive
multilabel classification	e be like say buhari want make e children use the keke do balance and carry abi balance and take this govt	negative
multilabel classification	life in a useless country haha lols abeg make we go back abeg i no want make de shoot for lag ooooo lols	negative
multilabel classification	na the dressing dey vex me pass wey super k suppose dey supply better brainwork with correct agbada	negative
multilabel classification	make nobody toast my babe for protest ground o make e no be like say as we dey i go run you with them o babe wey i suffer toast years ago	negative
multilabel classification	everybody dey vex we dey para now peaceful protest don dey bloody now x x link in my bio endsars	negative
multilabel classification	won tun ti n na wahala for who dey reason their matter	negative
multilabel classification	omo today i say make i enter market to get some food stuffs cos its been a while i cooked and i was flabbergasted by how prices of food stuffs has skyrocketed na so the girl wey dey sell begin laugh me say bros be like e don tey when u enter market o	negative
multilabel classification	peace wey una don pieces overcalcu don dey do baba ontop tollgate money wey no enter join me laugh biko	negative
multilabel classification	if e show for your timeline retweet like say you dey vex	negative
multilabel classification	small thing dem don vex like those videos where you give dem small food too	negative
multilabel classification	runtown weytin wan dey play ️be like senators and them big men think say this matter nah childs after endsars we dey go their salary how senator go dey collect funds of million to read newspaper e wan read world news	negative
multilabel classification	they will always bring up a different story since dem dey play us like a soccer game apcpdp and every goddamn political parties in nigeria are all the same na their name different the monsters you made don come back to haunt you	negative
multilabel classification	who wan console me now just one game cut my k odds na cry get me now i swear who do me this thing abeg most times just one game stops me from winning big️ i am pained allah i cant remember who actually gave this game to atleast show	negative
multilabel classification	na only for nigeria snake dey swallow money python begin dance now crocodile don dey smile abi the country na zoo god save nigeria from this evil government this is fucking at	negative
multilabel classification	another warehouse ‍️ na military man dem go hire make dem secure there who dem born make e reach the vicinity wicked government	negative
multilabel classification	na just vex i go they vex because i would have wash them again but heart break	negative
multilabel classification	like dis like e be like don lose dis election	negative
multilabel classification	cnn this lady has no chill she just dey attack baba like say hin dey apply for visa	negative
multilabel classification	wetin baba talk self koyemi well im not even surprised but i dey reason say shey na inside movie alone karma dey god shey na like this we go dey dey not even a word on peaceful harmless protesters that were killed wtf	negative
multilabel classification	all these lies government dey throw media go make sleep fear dem say fashola saw camera after lawma clean up and sanwoolu don check am	negative
multilabel classification	have mercy biko im begging im tired no be say i no get work wey i dey do now oo but people wey i start with wey dey private uni dey l i still first year first semester i never even do matric	negative
multilabel classification	watin da sup na boyz come out to protest for my side ajangbadi ojo lagos na e police don gun seven down and injured many with gunshot this lifes wont go down like dat this bad leaders must meet their waterloo and the times nowend bad governance our lives matter	negative
multilabel classification	your blood will give no peace to all the police and animals called sars enipa gunugun kii kaadun eni pa akalamagbo gan kii kaasu all of una sars na untimely death dey knock una doors	negative
multilabel classification	the girl don mad i swear lmao student aza wey no fit collect pass k	negative
multilabel classification	ogudu sars self dey game those idiot don do me strong thing dey withdraw the whole money wey dey my access account still dey tell me say make i thank god say i get money	negative
multilabel classification	this nigeria we no dey chop food na sweet we dey lick	negative
multilabel classification	whats happening omo i don tire o nobody made a book on how to survive adulthood hmmm omo e be things mummy please im returning back to the womb	negative
multilabel classification	this picture just makes me sad those guys wey dem send to scatter protest never understand say na them we dey fight for god save this country lagos nigeria	negative
multilabel classification	nah nah e done forget say day like this go pull up head his fmr aig tiff done dey e blood	negative
multilabel classification	e don tey wey fkabudu block me now im feeling like a bad person seeing all the good shes doing	negative
multilabel classification	so my celing fan sliced my finger and i have to go dress it at a pharmacy but im so scared to leave my house na person wey dey alive wey fit treat finger	negative
multilabel classification	since burna dey make music for this kind p when the time reach na fem guys con dey jam i no wan push no agenda e jus funny	negative
multilabel classification	i was thinking of travelling by road dis xmas but nah some drivers can be very stubborn and reckless this one theyre handing guns frsc workers frsc hey stop there park there driver mtcheew no mind dem dem no fit do anything frsc kra kra kpa kpa kpa thinking aloud	negative
multilabel classification	ig don dissolve sars buh me i dey reason say something wey dissolve still dey dere buh e no go show just like dissolving sugar in water	negative
multilabel classification	person wey tell me say love na scam don pick date for introduction ‍️ this life ehehe no follow people mouth	negative
multilabel classification	dont say that na broda na the twin sis like fetish stuff	negative
multilabel classification	dis country na cruise oga dey clean tears from eyeglass	negative
multilabel classification	na shame wey dem no get for this country and you expect people to believe it was protesters that freed them ewooo on top maximum security prison with ashluxe on top how again did these fools become our leaders again	negative
multilabel classification	im trying to get back in shape for a groomsman duty later in the month but this dumbbells don dey make body pain me omo i no do again if the suit like make a no fit i no fit kill myself	negative
multilabel classification	please na abeg na please please please please please please please please please people are dieing please	negative
multilabel classification	thats me london spain anywhere i dont mind na the visa be koko abeg make una help your brother in need o im considering gay clients too	negative
multilabel classification	omoooo una dey insult person for dis app sha its d bensho part for me	negative
multilabel classification	buhari son kee hes probably well secured even agbero chairman piking dem na yankee dem dey	negative
multilabel classification	mc oluomo thugs wey suppose join the protest don go collect bribe its so unfortunate ahaaaaaaaaaaaaaaaaaaaa nigeria yiii teyin nikan ni e no concern me again ‍️ sha make them	negative
multilabel classification	somebody please help na wetin all this people living in lekki dey do for their house	negative
multilabel classification	after this hate and selfish speech i hereby give up make i go dust my book abeg if youre going to the abroad even if na namibia please i dont mind being your guide o we moveeee god fit use you o	negative
multilabel classification	the person no gree na why i dey help am find buyer	negative
multilabel classification	omo the poor girl been wan follow am die oh dear future husband dont try this abeg i dont have tolerance for such situations my bp fit over rise	negative
multilabel classification	e be like say na to disconnect my light and go buy generator oohow can nepa bring bill for a room self con monthly shey una dey ment ni	negative
multilabel classification	i stopped at seconds alaye aye e de ma baje ni awon wo ni children e abi desmond think say na film we dey act ni	negative
multilabel classification	just copied ur style since on wednesday and all my hope today was to pocket k but rite now e dey pain me gan ️ at least suppose spoil am so dat i go no say e plenty wey spoil ambut dis one game wey dey always spoil ticket dey pain wella	negative
multilabel classification	she tell me say she tell say them dey always tell wizkid wahala for who wan go first fall in love with this guy ohhh you better let him choose you oh else hmmm	negative
multilabel classification	this govt just dey like odd against odd how e wan take enter make e give u joy god give me trusting wrongly mowe ogun nigeria	negative
multilabel classification	ha awon omo mile fiya jemi leni all the work out wey i dey run from na today i do am	negative
multilabel classification	abeg where are they sharing data na no sales and we are using data like we wan finance network providers wo i don broke oo i cant can abeg just	negative
multilabel classification	abeg use style check my media you fit see wetin you like i don broke ejhooorbikoibegpleasembok	negative
multilabel classification	god yunno go understand like the k dem collect na smth wey i just load ohh and na new sim i fit even borrow so u see e just happened like that like u still dey shocked	negative
multilabel classification	kanipe i have used the energy wey i put for love learn mechanic ni i for don sabi repair train	negative
multilabel classification	this swat deployment no suppose meet person for this country o who gets visa wey dem no dey really use like that	negative
multilabel classification	government don price dem must pay as matter don full ground every goddamn top political people youre not safe including your children as from today on death don give una date	negative
multilabel classification	do we look like terrorists mugu wey dey yarn dust when he don see microphone	negative
multilabel classification	data don finish oooo abeg make una help me too na	negative
multilabel classification	airtel dash pesin airtime dem app nor gree work again dis country sef	negative
multilabel classification	please i want to sub na since morning service temporarily unavailable na hotspot person on for me so please na i want to sub and work the hotspot wont be on forever na whats happening	negative
multilabel classification	netflix ti get me all because of that stupid emily in paris series i went to open account so i can finish watching it as dem never ready to subscribe i think say na free thank god say na own i do e for pain me pass like this	negative
multilabel classification	nawa o no be to dey hide phone or to dey dress like poor person again now na nyash we go dey hide godforbid this stupid sars guys im heavy on this thing now i dey go protest today	negative
multilabel classification	be like that thing wey dem dey use kill fly with electric shock	negative
multilabel classification	that guy done use the money carry arsenal to win yesterday e come dey tell me rubbish now na on sight if i catch am	negative
multilabel classification	i don comot hand for anything wey concern love like this the last person wey i treat like egg them don boil am chop am for my back	negative
multilabel classification	nah this week weak me pass atm sef no gree dispense money ah jes dey like sae i no dey	negative
multilabel classification	forger hype abeg because of the love i get for the guy i play the album overnight just so the thing go enter body but as i wake i still low on vibe the tracks get as then be jare all na low vibe things and den fit putset you for boredom moodmode	negative
multilabel classification	omo see wetin buhari de do for this kind heated moment baba de commision keke how this buhari take survive this corona virus how did he not dieeeee this guy doesnt deserve to live	negative
multilabel classification	e don happen e no go better for collins can i get a louder amen	negative
multilabel classification	pele wetin i dy vex like dis like madt today is monday my boss no go hear story say traffic dey ooo	negative
multilabel classification	since morning i don dey beg person wey snap me to release pix even palliative we no beg like this	negative
multilabel classification	no be if we cum win am now sars dem go carry us abeg make we st b we win am xo dat we fit use am well tnkx	negative
multilabel classification	make dem no near me tommorow oh cause walahi i go commot person teeth and the weyrey dey smile with me today oh	negative
multilabel classification	na dem put themselves there dt y none of dem are saying anytin abh thisinnocent blood are bin shared bcz of our failedandheartless incompetent leadersi wipcz im in a country were promising citizens are bin neglected	negative
multilabel classification	see hypocriteafter you don japa you come here dey yarn okoto my friend will you keep kwayetlets trade places na since you love nigeria so much	negative
multilabel classification	she dey improve he fan base me i dey mentally stressed rn she go come dey put one scam cry emoji	negative
multilabel classification	oga ade is what we want jare now protesters dey disrupt and cause traffic bah we fit dey inside one spot more than hr just ordinary the next bus stop lasan we fit spent hrs you no see anything talk to ham ooo na now traffic dey abi wehrey	negative
multilabel classification	this speech dey vex me nothing even makes sense this guy just dey yarn dust i think itd be better if jubril no address us this video was obviously recorded nowww	negative
multilabel classification	abeg make una buy perfume na from very cheap make i fit see money continue this protest ejor abeg edakun make una help me oh girl is super broke	negative
multilabel classification	honestly na okrika own baffle me no naira top again e don turn thrift wears k upward omo omo omo	negative
multilabel classification	lol i hate the tactic yall using banter no fit dey pain una again na	negative
multilabel classification	dis is happening in badore road ajah if u see dis tweet kindly retweet so dat d world may see	negative
multilabel classification	be like say everything na simulation make dem wake us up say dem no kill anybody and there was no rioting by hoodlums and our government actually did the simple things that we requested	negative
multilabel classification	abeg make una tell me which one be swat we are tired of this people swat and sars na still the same people abeg who train the swat people we done wake up and them no fit decieve us again na still the same people they there	negative
multilabel classification	like whos suffering whos collecting money na we dey suffer na these cows dey collect money	negative
multilabel classification	i get coconut head i nor dey hear word all manchi wey don set compass lap for pleasure park port harcourt abeg take am easy make them no use straw drink your caprison	negative
multilabel classification	see this foolish human begin ooo good what your broders dey die u dey here dey praise your stupid president i sorry for u make i catch u first	negative
multilabel classification	recommended o kai the comments under this tweet is proof that some nigerians dont verify anything before they put it out there im just seeing congratulations when trump is not accepting it then again why cos shes from nigeria go figure the rest una dey see	negative
multilabel classification	airtel everytime i sub they will be like now that you have data you can watch adesua blahh blah una and the adesua dey ment as nah una papa buy sub for me na	negative
multilabel classification	the guy that dies in my area egbon wey gentle omo olomo wey no like wahala stray bullet pass go meet am haa rasheed footballer	negative
multilabel classification	thank god say i sabi fine babes wen sabi enjoy the last of ya s wahala bae dirty s go madt ‍️‍️‍️	negative
multilabel classification	like say davido know say something like this go happen for this country protesters dey use dis fem song dey catch madd cruise before governor or commissioner talk boys don play fem	negative
multilabel classification	the way relationship dey work for some people ehn e be like say i don miss road from the beginning see as wedding plenty today how did they get to that stage i need brochure with answers please	negative
multilabel classification	abeg make una help me run this thing i have a cater on standby to cook some banging party rice na money we need epp us	negative
multilabel classification	to make it and im certain that im marking this one because e don sub + again lazio scores again to make it imagine not loving the joy and suspense footbal brings	negative
multilabel classification	at this point im proud to say im a member of tho i no dey attend membership class	negative
multilabel classification	na money person need like this o let god use u bless me na e no go bad	negative
multilabel classification	s tl is giving me intense life and joy all my coconut head compatriots in abuja we love you and we salute you aluta continua e sure me die say god dey waka amongst una	negative
multilabel classification	god send helpers to me dis new weekcant be eating like dis im in ur hands oh lord	negative
multilabel classification	na person wey no fine dey fear breakup	negative
multilabel classification	fine boy wey con sabi god when	negative
multilabel classification	thanks for the giveaway sir it will always be well with you you nor go jam evil arrow the day bad thing dey happen for road that day you go dey house im greatful	negative
multilabel classification	you wey dey model you don fine finish	negative
multilabel classification	ofe owerri with a difference made with goatmeat pomo snail cowleg smoked catfish smoked panla stop killing those that are patronizing me na person wey dey alive dey chop i deliver to anywhere in lagos	negative
multilabel classification	lol wahala for the babe wey dey always tell wiz something o everytime she tell me say she tell me say lol abeg make the babe dey continue to dey tell am better something make e dey sing better for us	negative
multilabel classification	ac and fan dey on im naked on bed chilling buh outside with tshirt and pant cold wan finish me	negative
multilabel classification	my broda na so e be when u sing along dem go say u dey form sey make u play soapie im like what happened to some lay back relaxed	positive
multilabel classification	exactly even the waist bead pics alone sef i go dey vex na only me suppose dey see this thing you con post that kind picture na only her face dey missing na	positive
multilabel classification	ha yemi small scream and the next minute they fit dey use towing vehicle comot us inside gutter	positive
multilabel classification	obo e be like say immediately i download the song today e come be me like day my life dey at risk ohhh	positive
multilabel classification	as a jobless youth hustling you will enter cab with employed dude wey de earn big and heshe will be waiting for you to pay for em abeg which economic system is that	positive
multilabel classification	please you people should stop doing over sabi for my sim abeg wetin dey happen na i recharge i send una make una sub for me that day una collet my i nr talk today una carry my k wetin na	positive
multilabel classification	now them come say jazz de fail her dem say no be twins am tired of nigeria i wan go dubai	positive
multilabel classification	its like some people have stretch marks in their brain coz these captions cant be normal from im the reason why your to if youre given minutes with me what would you do to im new here bla bla‍️ una nor dey tire if youre not creative just rt and go na	positive
multilabel classification	wetin buhari no go see for no go see for saudi wey him go k just to play imessage game if him win wetin be the gain	positive
multilabel classification	just know that nmillion is about k daily for yrs a graduate that earns nk monthly will be saving all his yrs salary to be able to spend nmillion for one night at eko atlantic for just one night na dey mek this thing be like say god no dey bless our hustle	positive
multilabel classification	people like us wey don upgrade small without peng upgrade picture nko as in those wey their upgrade never reach	positive
multilabel classification	the worse na when sleep dey sweet you she go wake you to walk her to the toilet ‍️ na until i hit head for wall	positive
multilabel classification	una dey threaten jack ontop e own property	positive
multilabel classification	i no dey bring anything again na beating i dey bring	positive
multilabel classification	please who adviced those facebook guys to join dis appi tot dis was d only safe app soo far buh unfortunately dey are almst all ova d streets	positive
multilabel classification	everybody don wan start twitter hangout like this at the hangoutsingle ones like us go dey hang around as for twitter for android we go hang ourselves	positive
multilabel classification	arsenal una dey see una mate see liverpool rush manchester city with fast goallike say them promise extra sunday rice with chicken inside ‍️	positive
multilabel classification	there is one guy on this app thats not fine but una dey always hype am and e dey headache me	positive
multilabel classification	davido net worth as forbes take talk am na m dollars mayweather watch alone don pass davido net worth ordinary watch wey no fit show us time wey angel michael go take blow trumpet after reading this you go still wan kill yourself cos say you no get moneym ️	positive
multilabel classification	abeg all of una wey dey do brazilian waxing how una dey take do am i wanted to die was legit crying i told dem to stop half way i wld use veet to remove d rest mi o le wa ku	positive
multilabel classification	now no guy will truly believe is in love because no be only food them dey use you fit just dey your house dey like girl when you never talk to before or liked all of a sudden youre in love later they will be shouting men are scum women are scummers	positive
multilabel classification	even person wey dey go do usher work no dey suffer like this a whole bds lagos	positive
multilabel classification	anambra branch wants my to verify me una dey mad utunnukeep ur verification wait who contacted you he say na thank you for contacting us magodo gra phase ii	positive
multilabel classification	help me o because i dey baff my neighbor fowl with hot water him dey call me thieve i do bad	positive
multilabel classification	who is doing who i don mumu myself before sha i go still send her money before i came back mama don get belle tragic	positive
multilabel classification	if you go buy buy market e je ki ori wa pe ninu bus yi oooo no dey price market like say no be money them this sellers use buy am sef now kilode gan	positive
multilabel classification	so as u tak fine reach whr plenty pussy don dey visit ur profile to drop digit na dick u con dey suck ur family members suppose surround you dey giv u slap for one year	positive
multilabel classification	u are mostly begging for help to survive u have kids the eldest should be or and now u re pregnant again its like u and that ur husband are seriously disturbed mentally na only una sabi fk abi	positive
multilabel classification	this kind para wey you no fit shout for the person na tl dey suffer am walk at an angle dear it can be done	positive
multilabel classification	who know make dem warn them this night oo which kind nonsense una dey practice na person go load card to credit person na problem to call for una to answer na problem if una allow me call my village people this night e nu go better for una o	positive
multilabel classification	please boss help my career abeg i need money to buy camera na the only way i dey use survive be dat i go dey happy if u for do am for me acc no moronfolu pelumi john wema bank abeg if u no help me i fit die oh	positive
multilabel classification	ahhhhhh boss naw i still dey on top ladder i never climb down yet you don add another stairshow can thank you nawhow na how naw no be miyetti guy to na enugu dude always commotion wherever i take him to people say he looks like a native doctor	positive
multilabel classification	na so we we cum dey go the drive sabi drive in a way wey e be say this lady dey fall on top me at every sharp bend and speed bump local man was battling with seeing clearly and controlling john tomos	positive
multilabel classification	this is so sick asin which kind stupid police report u won tell m say if any of does leader way pass dis sick law geh accident dem go drop police report before dem attend to dem ‍️	positive
multilabel classification	people wey dey carry this pose dey like amebo die	positive
multilabel classification	e be like say dem don see the future i don give up already	positive
multilabel classification	lol some women are so triggered that theyve begun red flags thread anew like ive seen over threads theyve started this morning but na woman own make men do that single one na now una don turn am to face of threads	positive
multilabel classification	so this my friend babe just look at me today and say come daniel are you sure u are not gay reasons she havent seen me wit a girlfriend since she started dating my guy the talk pain me sha e remain small i for cry in fact im crying	positive
multilabel classification	mumsy ehn e go just make person vex how will you get to airport then remember you forgot your passport at home make i no too talk sha me sef go old	positive
multilabel classification	how i wan take draw jobless nigerian drawing hope from a source abi wetin baba talk im not even an artist i just say i should play with water color small	positive
multilabel classification	if i enter uber from apapa to iyana ipaja tomorrow e fit cost like m naira where i wan even see uber for apapa self	positive
multilabel classification	the way zlatan dey do me ehnnn i for nor dey play your music again oh how can i tag you for post no reply treat your fans nice na k is nothing just write paste your aza na haba	positive
multilabel classification	so painful i could only help someone with ah but when did i turn to this na my village people make una leave me na abeg i need money enu gbe please	positive
multilabel classification	they followed us till we got there still our brain no tell us say e fit be sars we dey enjoy speed i was trying to commend them for their good driving skill before they rushed down with guns in their hands	positive
multilabel classification	this guy just dey hold my eyes prison warden to ransom with the way e dey make me release tears	positive
multilabel classification	na so me sef shock dear na me fuck up sha	positive
multilabel classification	all of una do not open this dey craze gan o but then that mumu spirit inside me no gree stop till i reach the beginning walahi i too get agidi	positive
multilabel classification	finish keh na die be dat ooooo just did my underarm and brows as usual i cant kill myself ontop say i wan make puna hair growth reduce	positive
multilabel classification	which kind rubbish be dis like dis now i tried recharging my phone with k las las na k airtime i buy ‍️ i dey sell card oooo	positive
multilabel classification	she no reply me so i don chop my l in peace why you com dey mock me	positive
multilabel classification	hello i made a transaction of kairtime top up i was debited and never got the airtime its a week alreadyabeg na student i bemake una help me check before i go come beg una for garri inside your office thanks	positive
multilabel classification	dear anon please locate me toooo na is it because im black na black i black i no kill person na is it because im big na big i big i no kill person na bikonu locate me	positive
multilabel classification	e say stoop im a stooper pls im a professional help i av a certificate in helping lemme help u as u wantuse me im ready b used	positive
multilabel classification	e am ma late ooooo repostby the one and only t u n d e e d n u t my bro your support has been amazing i really and deeply appreciate this much love bro with	positive
multilabel classification	masha allah endless love dat name im glad dat im blessed wit	positive
multilabel classification	make dem free u o for your love i go wound dem o agbero with the love o i go comot their leg o	positive
multilabel classification	november is here ya allah ur boy i mean me has professional exams dis month bless my memory and studies if i study just its just that that should come out im not trying to be petty buh god you sef know as e dey be nw	positive
multilabel classification	seconds everything don burst o e get d love i get for u na maarama e too cost o she ask me wetin i love for life i say wetin no go touch us oo everyday mek i see my mama smile na make me de pompus ooo	positive
multilabel classification	amina muaddi will not kill someone with their lovely shoes this very pattern is hot all my beautiful ladies dat cant walk on higher heels get in here and place your order as e dey hot this must be included	positive
multilabel classification	god bless me enough i wan chill my family ooomy mates wey de do am no get two heads oinshallah we go ball na samll remain	positive
multilabel classification	i de find wey de dier for me o gal wey go love me for love o we go mek everything de cool wen everything dey bad for me i de find d one wey open my mind o gal wey go coolu my mind o we go tell me everything dey cool wey go love we go show me d way oo	positive
multilabel classification	you welcome brov how you dey na make una send briefs come my way na	positive
multilabel classification	kindly help me rt my hustle yahoo i no sabi do harm robber i no sabi do fraud i no sabi the way but cake ehn i can bake it from my dream ‍️️️️ e saanu mih e bami repost‍️‍️‍️	positive
multilabel classification	we no de too speak the language like that na them dey rush us	positive
multilabel classification	ronaldo we wey know am wella know say na fraud your goat no get goatti he no fit carry team turned a team that was winning the double comfortably to a team that is now doing singles like an upcoming artiste	negative
multilabel classification	yup just another day in the life of a nigerian waka wey i start since e be like say the queue dey increase on em own	negative
multilabel classification	how many years ago sing shey na like this e go dey dey listening again now and im in tears how many years ago and we still dey ask the same question	negative
multilabel classification	god bless my hustle‍for im not a yahoo boy im specialist in industrial electrical house wiring both conduitandsurface installationpiping installationandsolar installation ‍ ️+ lagosnigeria if you seeing this please retweet my client fit dey ur tl	positive
multilabel classification	una carry pikin de play this kind expensive joke they cannot the ones who can no reach	positive
multilabel classification	ehen i don sabi your plan like this thy hath revealed thyselfthy ass cheeks doth exposeth i just notice say your followers don enter and two of us dey the same range before u don add almost more followers i still dey woooow becos of photo shoot no be so oo	positive
multilabel classification	nigerian bike men and the way they force convos my ear don block dis man is actually telling me the story of his life i don nod head like times bayi	positive
multilabel classification	lol person don owe me money but e dey pop don p for club	positive
multilabel classification	this onitsha sef traffic dey buh na akara and bread una dey sell for traffic ‍️	positive
multilabel classification	what sickness abi disease tsetse fly dey give ni e don bite me die for this bush	positive
multilabel classification	why my boxers dey quick tear like this naa na so my dick dey big everyday nii	positive
multilabel classification	this geh don go chew my guy preeq on top small bj niqqur said ishi amu nacha ya oku and i loveeeet e remain to experience e own	positive
multilabel classification	wait all of una sabi book like dis how una do am abeg	positive
multilabel classification	sometimes i wonder how this niggah cope when she say no im not in the mood in a nutshell eunice do me shit that year she no dey ever dey in mood that idiot girl but when it comes to cold stone shes always down that idiot	positive
multilabel classification	im tired and feeling unmotivated about anything dont know if im still on the right track or taking the right decision im worried about the future like i dont know where im going	positive
multilabel classification	this man wey dey underprice me for a job na government appointee ‍️ baba said i no get money please na i never even buy materials baba sef dey cruise willie is work with driver sef ‍️	positive
multilabel classification	see what im talking about long day yesterday today im suppose to sleep till noon but no im up by dont think my body actually likes me	positive
multilabel classification	aswear you see ehnn those kind people wey dey capture show and dey shake their hand we viewers no like am	positive
multilabel classification	na to return this puppy i don waste money abeg who wants a german shepherd with like k naira	positive
multilabel classification	e con be like say we no serious everybody dey ask me for pictures i no see anything drop	positive
multilabel classification	na wetin baba dey talk o we no get that kind money here please	positive
multilabel classification	cold night cold dey catch me again i no see who to bring me in person dey beside me dey watch kdrama	positive
multilabel classification	so dog dey pass out how you go blow dog just because hin want bite you dem dey fan bingo dey pour am water person dn go buy milk	positive
multilabel classification	you people should please na see my sister na na when we begin use kayamata una go notice us	positive
multilabel classification	e pain me ooo me wey single like this she for try look my side na may her soul rest in peace	positive
multilabel classification	na wenger make me stop to dey go the embarrassment of of hearing rival fans taunt you with one by one them don dey go when bayern is leading	positive
multilabel classification	omo na who no last secs again like this dem just dey mud all these boys	positive
multilabel classification	people wey dey always shout we outside we outside no dey look those ones people like me wey na we inside we inside na wetin we dey run	positive
multilabel classification	i dont even know where to start from koz my parent love that show like and nah night them dey watch am so sometimes i used to be like why cant they show this thing at morning i dont even know how to express my selffeelings towards this show abeg i just dey type shit	positive
multilabel classification	like its not fair u ask to take last kick wey other senior men dey u be yrs old dey ask for last penalty kick u come miss the pk	positive
multilabel classification	i want all you vendors out here to know that if i had money youll all know me to be your customer youll all know my name im sorry already but then im hopeful when the money come we dey buy anything	positive
multilabel classification	we already know the reason why make una shaa enjoy de moment sef just like when dose cr fan sef no let us hear word again years ago	positive
multilabel classification	this kind good thing go good to reach ibadan na shebi dey say charity begins at home bring this for us around ui lets enjoy small na ejoor	positive
multilabel classification	na malt dem buy for me wey i dey smile like that so imagine if you squeeze the least k put for my hand	positive
multilabel classification	this thing wey kiddwaya dey talk e look like e dey brag but nah hes not thats his reality make god give us money o	positive
multilabel classification	e be like say na like this we go settle am patronize me i dey try raise tuition fee tuition fee don increase nigeria	positive
multilabel classification	so my nigga went through his babe phone and saw where she was texting another guy about how she enjoyed the sex in the shower he was like why dont you do same thing with me she said inside your bathroom wey we dey bend down fetch water im still crying bruh	positive
multilabel classification	abeg block me abeg because i go dey study ur tweets carefully from henceforth u dey on my radar now bro block me before its too late	positive
multilabel classification	i should get mojs gift to her and pay for soup o but to comot for this room na die i don tire	negative
multilabel classification	na even chelsea fan dey tell me say igo cry i don die dont lemme cry oh	negative
multilabel classification	my friend go charge phone for business centre come forget tally for collecting the phone and the owner of the shop say he dey travel go village like this i don dey reason as i wan take settle since pm	negative
multilabel classification	so a fine girl from this app messaged me we got talking i thought we were cool o my brothers and sisters na work i been wan chop it ended in gbas gbosguys how do you get girls on this app i need work book with examples pls	negative
multilabel classification	see these men dey play pes their eyes don dey red that guy no smile since dem don beat am tire	negative
multilabel classification	you think say those winch wey we get for govt no see this boy them see am but as e be say the boy no be dem no go put mouth all the govt agents wey dey here wey do like say una no see am karma go shock una very soon just wait	negative
multilabel classification	fine boys like us dem think sey we get babe so dem no dey rush us	negative
multilabel classification	me my guy abeg take earphone upcoming artist thank you me dey plug am anytime you dey play your song around me upcoming artist ok	negative
multilabel classification	these are the sort of vehicles im supposed to share the road with this is why i have never even considered driving in lagos theyll bash your car in a heartbeat theyve got nothing to lose their danfos are already ugly na you wan drive sexy car for ikeja under bridge	negative
multilabel classification	abeg if you dey like dey follow i no be celebrity i dey follow back	positive
