Text,Tags,Time
"Hair done. Make-up done. Clothes on. Drinkin my coffee and I'm set to go." , "" , "2011-07-28 12:04:54"
"But I don't feel like doing my hair or putting on clothes" , "" , "2011-07-28 11:58:37"
"I hate my stomach. I hate my hair and my teeth. I hate how my clothes look on me. I hate my voice. I hate... http://tumblr.com/xkw3r3f91y" , "" , "2011-07-28 11:52:25"
"I need to buy green clothes it goes with my hair" , "" , "2011-07-28 11:43:53"
"I genuinley look awful today, my hair is a mess, got no make-up on, wearing god knows how old clothes and yeah I just look bad..." , "" , "2011-07-28 11:41:56"
"Things Miley has that I want - Her Hair: Her Eyes Her Legs Her Body Her Voice Clothes Her Everything! http://tumblr.com/xgq3r3bhzi" , "" , "2011-07-28 11:41:26"
"I, love them colorful clothes u wear, and that raindrops steady fall upon your hair #weezy remix" , "'weezy'" , "2011-07-28 11:38:10"
"I'm Bouta Throw My Clothes On &amp;&amp; Comb My Hair Down." , "" , "2011-07-28 11:37:50"
"I hate my stomach and my thighs. I hate my hair and my teeth. I hate how my clothes look on me. I hate my... http://tumblr.com/xlw3r38yza" , "" , "2011-07-28 11:33:53"
"I actually like your current hair and style in the teaser pict. you are gorgeous Mr Choi. but I think I need to buy you clothes." , "" , "2011-07-28 11:28:36"
"I hate my stomach and my thighs. I hate my hair and my teeth. I hate how my clothes look on me. I hate my... http://tumblr.com/xsl3r370lg" , "" , "2011-07-28 11:28:03"
"yeah same here! I would think they would wanna look good, but instead they buy shit hair extensions and clothes. #waste" , "'waste'" , "2011-07-28 11:14:25"
"just spent likke an hour in the bathroom doing my hair&amp;cleaning my piercings xD fuck my ankle hurts! I need to stop walking&amp;standing on it!" , "" , "2011-07-28 12:08:19"
"Doing my hair in the bathroom cause I don't like hooves.)Vacuum cleaners)" , "" , "2011-07-28 09:28:50"
"My dad just spent 10 minutes in the bathroom doing his non-existent hair. I spend less time on mine and look at the length." , "" , "2011-07-28 09:17:01"
"I hate whn a female leave hair all over the bathroom sink #Random" , "'Random'" , "2011-07-28 09:08:00"
"Fiina get dressed , brush my teeth , wash my face , do my hair , use the bathroom etc.. -__- this is bullshit I don't wannnna GOOOOOOOOOO ." , "" , "2011-07-28 08:58:41"
"did my hair then put it in a bun cleaned the bathroom and still feel like i have a sugar high" , "" , "2011-07-28 08:45:40"
"everything basically how I'mma get dressed n eat n take showers n go to the bathroom n do my nails n hair n other crap lol" , "" , "2011-07-28 08:18:23"
"My bathroom floor is wet, the drain is filled with hair and there's a wet towel on my bed. I do not like this." , "" , "2011-07-28 07:52:34"
"So it's 2:30 AM and I found teal, hot pink, red, and purple hair dye in my bathroom. Should I? #hmm" , "'hmm'" , "2011-07-28 07:30:15"
"I hate HAIR in the bathroom. (tub, sink, floor, ect). If the person I'm dating can't respect that, we'll never make it. So serious." , "" , "2011-07-28 07:15:21"
"so i'm sitting in the bathroom, on my laptop, texting, and washing my hair .. lmao WHOA" , "" , "2011-07-28 06:58:33"
"Guess I'll go wash my hair now, I think I heard her get out of the bathroom." , "" , "2011-07-28 06:56:02"
"Bridgette just asked me do I wanna go to the bathroom and wet my hair lol hell nall lil hoe" , "" , "2011-07-28 06:48:37"
"Everytime I wash my hair over the tub I wait for an elephant to come give me a multicloth #AlwaysDisappointed" , "'AlwaysDisappointed'" , "2011-07-28 10:43:43"
"Im so tired i didnt even want stand in the shower so i just took a 15 catnap in the tub...not sure if i even washed my hair #NeedMoreSleep" , "'NeedMoreSleep'" , "2011-07-28 09:59:48"
"Will i die if i put my leg in tha tub &amp; throw in tha hair dryer ? Hmmm ima try it :DDDD lol ." , "" , "2011-07-28 09:55:27"
"I don't actually know how to do dip dying. Do you just dunk your hair in a tub of dye or." , "" , "2011-07-28 08:50:19"
"*I lather the shampoo into my hair* Wow, I needed this." , "" , "2011-07-28 04:03:34"
"I washed my hair and I left the bath with blue lather... but, but... MY HAIR IS BLACK FUCK I gonna dyed my hair in red again." , "" , "2011-07-27 15:43:00"
"I shampoo in sections and I just lather in my hands and rub the lather down the length of my hair and rinse. :)" , "" , "2011-07-27 02:41:11"
"I love shampooing my hair cuz I love the lather #random" , "'random'" , "2011-07-26 21:13:12"
"according to traces of weed stay in yur hair for up to 90s days all i gotta say in #lather #rince #repeat" , "'lather', 'rince', 'repeat'" , "2011-07-26 20:49:52"
"Just realised I don't like having long nails. I always accidentally scratch/cut myself. I can't lather my hair properly &amp; the list goes on." , "" , "2011-07-26 08:19:27"
"She would make me lather the soap up in my hands &amp; then rub it all over my hair so that I could wash it. smdh" , "" , "2011-07-26 06:15:30"
"I love your sex hair &gt; thanks I lather and rinse. twice" , "" , "2011-07-26 03:24:58"
"I abused the crap outta my body with the sun today. If I were smart, I'd lather on the lotion, and not do my hair or make up." , "" , "2011-07-25 21:25:14"
"?My hair shampoo instructions say &quot;Lather. Rinse. Repeat.&quot;? I need to go to work. Can I ever stop?&quot;" , "" , "2011-07-25 19:46:24"
"Just realised that i havent shampooed my hair for a week. Does dunking it in the swimming pool count? Might have to work up a lather today" , "" , "2011-07-25 02:58:14"
"*quickly and not fully awake I hope into the shower, letting the water awaken me* *quickly I lather and rise my hair and lather (c)" , "" , "2011-07-24 15:15:03"
"off it take an ice cold shower, make my hair into a lather mohawk and sing blossom dearie covers (i just love the echo effect)" , "" , "2011-07-24 03:48:27"
"I twisted my whole dam head around 10 , and i didnt go to sleep , and it locked up that dam fast. smh this good hair is a curse sometimes" , "" , "2011-07-28 10:46:32"
"because the weird part hasn't grew itself! need it to be of vertain length so that i can trim my huge head of hair as a whole!" , "" , "2011-07-28 07:11:39"
"I really wanna die my hair blue, kelly stone I'm not stealing ur hair :) I want my WHOLE head blue :D what u think guys?? X" , "" , "2011-07-28 07:02:09"
"Play in my hair n I'm BOUND do go to sleep. I just woke up from my nap n Michea damn near twisted my whole head lol" , "" , "2011-07-28 06:15:50"
"I got this nasty burn mark on my wrist from curling my whole head of hair tuesday night" , "" , "2011-07-28 06:04:57"
"I need hair ideas, what should I do? Keep &amp; add more blonde or dye my whole head black? #decisons" , "'decisons'" , "2011-07-28 05:49:25"
"Well I've gotten 2 sew-ins before and i kinda get a whole head but i leave like my bang out and hair out on the sides." , "" , "2011-07-28 05:42:16"
"I didnt like my new hair color but now I love my new color now I wanna color my whole head lmao" , "" , "2011-07-28 04:46:00"
"I saw a pic. of your ends. That's cool. But the whole head of hair is scary!! Her makeup is scary and her outfit is scary. Yikes" , "" , "2011-07-28 04:29:13"
"Alrightt craigRT if i get my hair cut like that and don't like it imma shave my whole head and say fuck it" , "" , "2011-07-28 03:58:03"
"if i get my hair cut like that and don't like it imma shave my whole head and say fuck it" , "" , "2011-07-28 03:56:05"
"ur whole head&quot;@_TotallyTwisted: My hair is light brown now I think&quot;" , "" , "2011-07-28 03:38:53"
"still thats impressive of your cousin. I want my whole head hair wraps haha" , "" , "2011-07-28 03:29:07"
"Hi, my name is Ashley Hancock and I want purple hair. Like underneath. Not my whole head. lol." , "" , "2011-07-28 03:12:39"
"I bleached my whole head...cut my hair...dyed it...and now I have like 4 shades of red :)" , "" , "2011-07-28 02:50:53"
"*Crawled out of bed and had a showed, wrapped herself in a towel and began brushing out her long hair* I guess I have to go to work today.." , "" , "2011-07-28 12:10:57"
"I've been sitting in my robe with my hair in a towel for 20 min. I have absolutely no desire to go to work today. Or put on a bra." , "" , "2011-07-28 11:42:38"
"Chic in breakroom says &quot;wow your hair is still really wet!&quot; then makes a face when I grab a paper towel to fix it. Make up your mind, broad" , "" , "2011-07-28 11:38:04"
"Correction they can't think I'm that crazy cause the asian boys hair is wrapped in a towel....I got a whole scarf" , "" , "2011-07-28 10:09:08"
"have been using an old tea towel to keep my hair up&quot; nobody knows the trouble I seen....&quot;" , "" , "2011-07-28 10:04:42"
"Good thing I put a towel on the pillow after dying the other halfs hair last night... http://t.co/UCbm8EG" , "" , "2011-07-28 08:27:40"
"My bathroom floor is wet, the drain is filled with hair and there's a wet towel on my bed. I do not like this." , "" , "2011-07-28 07:52:34"
"Granddaughters hair turning blue as i type.........also my table, chair, 2 towels and my hands! LOL" , "" , "2011-07-28 11:06:55"
"Time for bed I can't wait to fold towels for hours and wash and sweep up hair" , "" , "2011-07-28 06:15:44"
"Wow that new place I went to for my haircut, washed my hair, put hot towels on my face, and game me a massage...Damn, not bad eh" , "" , "2011-07-28 03:50:45"
"I just washed my towels &amp; they smell so good, but now my hair doesn't smell like my shampoo, it smells like laundry soap -_-" , "" , "2011-07-27 21:51:56"
"Part FourtyFour. I finished drying my hair and headed into the bathroom putting the towels back, i put my hair u -&gt; http://bit.ly/q4Ja62" , "" , "2011-07-27 19:59:26"
"im suppose to be wqashing my hair folding towels and packing but i aint did shit and gotta be gone at 4 lol oh well" , "" , "2011-07-27 19:28:44"
"Gota wait for these damn towels to finish drying so i can take a fuckin shower -___-then go get my hair done:) then quality time with babe:)" , "" , "2011-07-27 19:21:13"
"Sitting here with a towel on my head...there is a reason for it ok, my hair is wet.I dont just randomly wear towels on my head -cough-" , "" , "2011-07-27 15:40:43"
"I just blackmailed my sister to shower and wash her hair. She had no towel and I have all the towels." , "" , "2011-07-27 12:23:01"
"i used to say i didn't wanna have sex on a beach bc i didn't want sand in my hair and on my booty... i definitely forgot about towels. HA!" , "" , "2011-07-27 08:05:45"
"TIRED!! Worked, grocery shopped, cooked, cleaned, washed and folded laundry, bathed, washed hair, and i STILL have towels to wash. *Sighs*" , "" , "2011-07-27 01:50:50"
"lol i never ask for them u just send them smdh...and they be a messsss lmao. towels for hair. hand covering dick." , "" , "2011-07-27 01:19:05"
"I used to home colour but always ended up making too much of a mess of the bathroom, towels and hair." , "" , "2011-07-26 20:26:33"
"all I have to deal w is excessive hair product use- slimy towels. Mystic Violet sounds much worse." , "" , "2011-07-26 11:58:40"
"I can feel the temperature rising. Pulling my hair, biting my neck" , "" , "2011-07-28 03:41:59"
"Anytime I do my hair with the straightener I feel like the temperature goes up to 100 degrees :x" , "" , "2011-07-27 23:52:02"
"Hair wild as hell i know , the only thinq on ya mind is sexinq me . I can feel ya temperature risinq , you should feel my nature too" , "" , "2011-07-27 23:03:14"
"I wash my butt like I wash my hair .. #idiot scrub scratch scrub rinse X2 HaHaHa" , "'idiot'" , "2011-07-28 01:51:08"
"I have been doing the samo samo...teeth brush, face scrub, eye lash curl, spanks on, hair fluffed, smile wide...and go ;)" , "" , "2011-07-28 01:38:45"
"Okay , i really need to scrub this black hair color off my hands. I look dumb with it. It's so hard to come off." , "" , "2011-07-27 23:17:04"
": yea i ordered a value pack for my hair plus some body scrub." , "" , "2011-07-27 21:28:56"
"If i went to school everyday in sweat pants, my hair up, and no makeup on, guys would say i look like a scrub, not cute." , "" , "2011-07-27 18:28:51"
"Oof!!! I was so ready to fucking grab a bitches hair and scrub her face on the concrete. I haven't been that mad in a minute I swear!!" , "" , "2011-07-27 18:14:25"
"That's strange. Silkwood Facial Scrub just makes my hair fall out. I think I glow in the dark a bit too." , "" , "2011-07-27 16:22:17"
"Only I can get soap in my hair while washing my hands. &gt;_&gt; I'm dumb and clumsy." , "" , "2011-07-28 08:37:04"
"Well sometimes a good sparkle, is needed :) I need to sparkle up my bathroom. Hair and soap everywhere. I'm a mess." , "" , "2011-07-28 06:41:05"
"U know....blueberry and banana scented liquid soap smells reaaaaaaaaally good every time I do my hair in the bathroom I smell it lol #luvit" , "'luvit'" , "2011-07-28 06:08:31"
"I hate when ur in the shower &amp; u drop the soap &amp; it gets a random ass hair on it #firstworldproblems" , "'firstworldproblems'" , "2011-07-28 05:48:46"
"Took a quick shower before bed. I find that washing my hair with a bar of soap is quick, effective and fun." , "" , "2011-07-28 05:39:39"
"Can I just say Novelas( Mexican soap operas) the actresses have some fierce makeup&amp;hair! Holy makeup! #MakeupChat" , "'MakeupChat'" , "2011-07-28 04:47:27"
"I used to think calculus was hard until I tried to remove a piece of hair from a bar of soap." , "" , "2011-07-28 04:42:30"
"I used this hair and body soap for men. I LOVE the way it smells on other men. Not myself. I'll stick with bed head citrus!" , "" , "2011-07-28 04:25:05"
"well, who u told u to wet ya hair Mo!!// It was tied up, then I dropped the soap (cont) http://tl.gd/c0giib" , "" , "2011-07-28 04:23:37"
"omg it was so fun!! I was washing my hair and then had a soap fight :p" , "" , "2011-07-28 03:30:28"
"Me&amp;Mom Went To Walmart This Man Ask My Mom Where The Soap Was And I Went To Get Some Hair Stuff When I Got Back He Asked Was My Mom Married" , "" , "2011-07-28 03:13:59"
"i have a really nasty sore on my hair &amp;' I'm scared to put soap on it :/ #nervous ." , "'nervous'" , "2011-07-28 01:30:14"
"the higher the hair the closer to God, it's a fact. I have soap opera hair, drag queens wish they were me" , "" , "2011-07-28 01:13:01"
"Whn I get off ima wash my hair maybe?? Bt ima fasho soap in tha tub!" , "" , "2011-07-28 01:04:54"
"I used to think calculus was hard until I tried to remove a piece of hair from a bar of soap." , "" , "2011-07-28 00:26:09"
"Ok so I'm taking a shower right, i have soap all over my body and shampoo all in my hair. My water just dies. OKEH" , "" , "2011-07-27 17:13:15"
"Of course out of my whole family I shower last, and there's no shampoo or conditioner left, I'm sorry, hair, I have to put soap in you :(" , "" , "2011-07-25 21:13:43"
"I know this is a fan page for cloth diapers and knitted goods, but I yet again have another favor to ask! There... http://fb.me/165u3TWjo" , "" , "2011-07-27 21:51:04"
"Hipkiddo Cloth Diapers reviews are GREAT! Keep them coming, and go check out their fan page. I LOVE the profile pic they have! ~cat" , "" , "2011-07-27 04:59:12"
"I'm not a huge fan of cloth - I want Orla Kiely fabric! But I'll go check there" , "" , "2011-07-26 18:26:12"
"tonight open cloth, blow my naked body by big fan while i am sleeping. http://plurk.com/p/db0uoo" , "" , "2011-07-26 12:18:19"
"I feel like I live in the South - I have never sweated so much in such a short period of time. Will carry cloth &amp; fan with me from now on." , "" , "2011-07-26 02:31:51"
"LOL I never thought of that, cover ur xbox with a cloth or something or turn the fan the other way, then it might hit u :/" , "" , "2011-07-24 02:25:54"
"i use a face cloth.. it helps the fan blow cooler air.." , "" , "2011-07-23 19:47:37"
"haha thanks. I had to sleep with a fan and a wet wash cloth last night LOL." , "" , "2011-07-22 12:31:39"
"Fan on high pointed right at me, cold cloth on my neck, yet I'm still overheated. I just want sleeep!" , "" , "2011-07-22 06:53:21"
"Tmmrw I should just stay inside in front of my fan with a big bottle of ice cold water and a cold cloth on my head .." , "" , "2011-07-22 05:32:02"
"If i put a wet cloth over my fan with the air come out colder?" , "" , "2011-07-22 02:16:23"
"Totsy Sale With Bum Cheeks Cloth Diapers &amp; More: I am a huge Totsy fan, especially when they have good sales goi... http://bit.ly/oaX4WP" , "" , "2011-07-22 01:31:18"
"I wish I lived in the age of my ancestors sometimes, I wouldn't mind just walking around naked or with a cloth.. I hate clothes LOL #forreal" , "'forreal'" , "2011-07-27 19:52:42"
"BUY MY HEAD MY HEAD GONNA BURST ALR. I NEED CLOTH LMAO MY TIGER. ORANGER CLOTH OR CLOTHES OR STH U HAVE? SHITTTT" , "" , "2011-07-27 15:49:15"
"I'm gonna make my husband wear a loin cloth in the house. Fuck clothes. They jus get in the way of my animalistic sexual urges. Puah!" , "" , "2011-07-27 10:15:06"
"because of the unforgiving heat and humidity, i have replaced clothes in lieu of pieces of cloth i can wrap around my body." , "" , "2011-07-27 05:31:44"
"The cloth goes down RT Hahaa RT The difference between me and her; i can make him smile with my clothes on." , "" , "2011-07-26 19:28:45"
"wah so sad my mum is using all the clothes i cleared out from my cupboard as cloth ):" , "" , "2011-07-26 14:25:16"
"Aww! Only happens in the morn! I always have a burp cloth on me once my work clothes are on!" , "" , "2011-07-26 14:01:34"
"Sitting on a cloth on top of the sofa because I'm in my clean PJs and the sofa has had outside clothes on it and is therefore 'dirty' #OCD" , "'OCD'" , "2011-07-25 13:01:46"
"Only I would sit outside n my terry cloth hello kitty wrap its to Damn hot for clothes" , "" , "2011-07-25 00:19:47"
"Don't sweat out &amp; ruin ur church cloth 2nite,lol &quot;@ochocinco: Yes sir i got my good church clothes for tonight RT WELCOME TO MY CITY" , "" , "2011-07-24 01:18:23"
"Am i the only one who have tons of new clothes but always wear my old crap cloth ? lol!" , "" , "2011-07-23 23:35:37"
"But i wear fitted clothes RT Pin ya cloth na RT Wot 4? RT my pin: 30f3a954 ok" , "" , "2011-07-23 11:26:34"
"Seriously, I'm standing on a drop-cloth, holding a paint roller, there's paint all over my clothes, &amp; Wet-Paint signs up. What's wrong here?" , "" , "2011-07-22 22:55:36"
"I have in my purse a cloth...changing clothes..panties and a bra..before I leave work..I'm changing..I have no time to sweat!" , "" , "2011-07-22 17:01:43"
"My girls are so cute with cloth butts I don't even bother putting clothes on them http://t.co/rIdixuc" , "" , "2011-07-22 16:17:12"
"I need new clothes! Not cloth..... HAHAHAH *winks at" , "" , "2011-07-28 11:45:53"
"I used washable. some were terry cloth &amp; others were microfleece. Easy to wash w/baby clothes. Handmade ones available." , "" , "2011-07-27 21:28:34"
"I wish I lived in the age of my ancestors sometimes, I wouldn't mind just walking around naked or with a cloth.. I hate clothes LOL #forreal" , "'forreal'" , "2011-07-27 19:52:42"
"These niggas all the same just different clothes!// disagree, I'm cut from a different cloth. And ... http://tmi.me/dAYCy" , "" , "2011-07-27 19:38:24"
"Yes!RT Lmao which cloth is up nepa? Shine shine cloth?RT #Imisswhen i use tew wear UP NEPA clothes" , "'Imisswhen'" , "2011-07-27 17:05:03"
"shine shine clothesRT Wich 1 is up nepa cloth?? RT #Imisswhen i use tew wear UP NEPA clothes" , "'Imisswhen'" , "2011-07-27 17:04:22"
"BUY MY HEAD MY HEAD GONNA BURST ALR. I NEED CLOTH LMAO MY TIGER. ORANGER CLOTH OR CLOTHES OR STH U HAVE? SHITTTT" , "" , "2011-07-27 15:49:15"
"Lmao which cloth is up nepa? Shine shine cloth?RT #Imisswhen i use tew wear UP NEPA clothes" , "'Imisswhen'" , "2011-07-27 13:53:40"
"Wich 1 is up nepa cloth?? RT #Imisswhen i use tew wear UP NEPA clothes" , "'Imisswhen'" , "2011-07-27 13:44:22"
"Tehrik-i-Taliban make bonfire of 'un-Islamic' cloth: By AFP TTP claims that it is 'un-Islamic' to wear clothes t... http://bit.ly/mPgW3c" , "" , "2011-07-27 13:38:26"
"Tehrik-i-Taliban make bonfire of 'un-Islamic' cloth: By AFP TTP claims that it is 'un-Islamic' to wear clothes t... http://bit.ly/qmfgQu" , "" , "2011-07-27 13:38:14"
"I gont have on cold clothes! I have on cheer gear and cheer gear doesn't require very much cloth." , "" , "2011-07-27 11:36:03"
"I'm gonna make my husband wear a loin cloth in the house. Fuck clothes. They jus get in the way of my animalistic sexual urges. Puah!" , "" , "2011-07-27 10:15:06"
"If I were to sell female cloth, I'd sell baby girl clothes. If I were to sell male cloth, I'd sell gent inners" , "" , "2011-07-27 09:57:22"
"I can't use the same towel again. I have to use a different bath cloth and towel every time I shower" , "" , "2011-07-28 07:39:20"
"I hope yall remember yall own soap tooth paste towel and wash cloth and mouth was #SHITSRUFF" , "'SHITSRUFF'" , "2011-07-28 05:05:44"
"gone text em' when i get settled for the night . *Picks up Pjs , Towel , Wash Cloth , soap , and face wash * SHOWER TIME (:" , "" , "2011-07-28 02:15:47"
"I just called Xavier &amp; told him to bring my towel &amp; wash cloth. Because it was one of them where u gotta take a shower afterwards." , "" , "2011-07-27 23:48:34"
"REALLY RT I'm showing up with a blanket pillow towel and wash cloth" , "" , "2011-07-27 14:28:57"
"Annoyed beyond words right now. Dude used my wash cloth, towel and soap when clearly my roommate left him his own to use. I can't!!!" , "" , "2011-07-27 14:23:14"
"I'm showing up with a blanket pillow towel and wash cloth" , "" , "2011-07-27 14:21:09"
"Any towel or cloth will do. At a push, I will accept tinfoil." , "" , "2011-07-27 09:41:13"
"Sounds good. R u bringing dish soap, cloth, towel - or should I add to my list?" , "" , "2011-07-27 05:04:04"
"just thought about you cause my wash cloth is red&amp;&amp;my towel is green. LMAO. ima miss you when I leave trea:(" , "" , "2011-07-26 20:45:43"
"&quot;I have the same dress in terry cloth and it's called a bath towel!&quot; Hahaha, they're so mean sometimes!" , "" , "2011-07-26 20:36:08"
"It so bad I buying face towels and all this shit -_-, this int secondary skool, remember I could've walk de streets without drying cloth" , "" , "2011-07-26 13:33:27"
"I love that the Ritz has washable cloth hand towels in the meeting room bathrooms. Way to be #Eco. Go #green!" , "'Eco.', 'green!'" , "2011-07-25 22:54:56"
"What a cool idea! I totally want to make these cloth paper towel rolls. http://t.co/juc3eVW" , "" , "2011-07-25 19:22:03"
"I don't use cloth dish towels in the kitchen. I can't trust Ronald that far. We go thru a LOT of paper towels." , "" , "2011-07-24 20:09:34"
"Trying to find a materials list for #cloth &quot;paper towels&quot; (with snaps) I saw today on #pinterest. anyone have a thought?" , "'cloth', 'pinterest.'" , "2011-07-24 16:09:59"
"1001BestWays-Earth:: 1001BestWays-Earth: Use Cloth Instead Of Paper Towels. - The one thing that I do particular... http://bit.ly/qVIrJC" , "" , "2011-07-23 22:32:42"
"I gotta dry off wit a wash cloth cuz ion got no towels" , "" , "2011-07-22 14:11:48"
"BOL saddd.. I use a wash cloth &amp; a scrub glove !" , "" , "2011-07-27 17:22:04"
"Kitchen Scrub Cloth: Last Saturday I used the kitchen cloth (blue checkered one) to scrub down my plastic shower... http://bit.ly/pYWb7V" , "" , "2011-07-27 07:00:06"
"I hate seeing commercials on care products for your face all I need is a bar of soap and a wash cloth ." , "" , "2011-07-28 05:48:00"
"I hope yall remember yall own soap tooth paste towel and wash cloth and mouth was #SHITSRUFF" , "'SHITSRUFF'" , "2011-07-28 05:05:44"
"my face is like perfect n clear ... then I took da wash cloth wish soap .. THEN ALL my makeup came off (c)" , "" , "2011-07-28 02:51:31"
"gone text em' when i get settled for the night . *Picks up Pjs , Towel , Wash Cloth , soap , and face wash * SHOWER TIME (:" , "" , "2011-07-28 02:15:47"
"*smiles and looks you over while I get a basin of warm water, soap and a cloth before kneeling down to wash your feet &gt;" , "" , "2011-07-27 20:46:20"
"Annoyed beyond words right now. Dude used my wash cloth, towel and soap when clearly my roommate left him his own to use. I can't!!!" , "" , "2011-07-27 14:23:14"
"Sounds good. R u bringing dish soap, cloth, towel - or should I add to my list?" , "" , "2011-07-27 05:04:04"
"Okay I have to ask it: Was Jen putting soap in her mouth or a wash cloth?" , "" , "2011-07-27 02:42:43"
"I factored in laundry, water, soap, etc on the cloth side &amp; extra garbage costs, diaper costs etc on the disposable side." , "" , "2011-07-26 17:12:14"
"I get a new towel wash cloth and bar of soap everytime I shower, can't help it" , "" , "2011-07-26 16:15:52"
"I learned from a white person tht you don't use body wash w/a wash cloth. They learned tht you have to use bar soap w/a wash cloth from me" , "" , "2011-07-26 10:30:25"
"charlie's soap. I've tried all the cloth friendly ones &amp; like theirs best" , "" , "2011-07-26 03:50:31"
"I get cleaned up but it's a bed bath that sometimes consist of just water on a wash cloth no soap. Never forget the small things." , "" , "2011-07-26 02:05:41"
"I'm always missing one thing when I take a shower, wash cloth/towel/soap/shampoo&amp;conditional, its just always something -_-" , "" , "2011-07-25 21:35:14"
"Hey I'm a big fan... Was wondering how I could download your rinse mixes...I'm in LA and not sure how to lock in" , "" , "2011-07-26 20:18:31"
"I'm a MASSIVE fan of Oven Pride - stick the oven shelves in the bag with the liquid, go to bed, get up and rinse! Clean oven :)" , "" , "2011-07-24 12:48:57"
"props where props are due, I managed to rinse a man for being a spurs fan in my best man speech!" , "" , "2011-07-23 01:44:23"
"I can't believe I have to wash my clothes again because I put too much laundry detergent so another full wash just to rinse! Smh!" , "" , "2011-07-27 00:52:42"
"Stupid ass forgot i was washin clothes n the rinse cycle came on durin shower ...burnt my fuckin back" , "" , "2011-07-26 19:13:47"
"FUCK I missed the rinse cycle on my clothes -______-" , "" , "2011-07-26 16:34:37"
"Ahh yeah I normally rinse 2x but was not my clothes just getting others out of the machine." , "" , "2011-07-25 03:57:25"
"Ugh I'm tired of this black rinse on my hair bleeding off onto my white clothes" , "" , "2011-07-23 21:30:40"
"When starting laundry at 11:45pm, I feel like there is a 1st rinse, 2nd rinse, 456th rinse....I'm ready to dry my clothes! Ha!" , "" , "2011-07-23 05:30:02"
"I need to get a move on; I gotta rinse this dye out, take a shower &amp;get my clothes and shoes together for rehearsal #teamfinallyfamous" , "'teamfinallyfamous'" , "2011-07-22 21:23:21"
"Am I tha only one who puts their clothes back on Rinse if you forget to put tha fabric softner in tha first time?" , "" , "2011-07-28 04:04:13"
"Its hott as FUCK mane...imma let these otha clothes dry while I rinse off, then we out" , "" , "2011-07-27 22:28:35"
"I can't believe I have to wash my clothes again because I put too much laundry detergent so another full wash just to rinse! Smh!" , "" , "2011-07-27 00:52:42"
"ive spent $200 already and i got $300 more to rinse for the next month ... I need more clothes though, you know me.." , "" , "2011-07-26 21:01:43"
"Stupid ass forgot i was washin clothes n the rinse cycle came on durin shower ...burnt my fuckin back" , "" , "2011-07-26 19:13:47"
"FUCK I missed the rinse cycle on my clothes -______-" , "" , "2011-07-26 16:34:37"
"I remember those days in P when we used to fight to rinse our clothes at the tap. M more than happy that those days r behind me...lol" , "" , "2011-07-25 21:42:19"
"It's raining!!! Yay. I have clothes on the line but don't care- double rinse. Yay rain!" , "" , "2011-07-25 19:10:53"
"Just tried to rinse my face like they do in neutrogena commercials, brb I need to mop up my bathroom floor #disappointedandmisled" , "'disappointedandmisled'" , "2011-07-28 07:29:27"
"lmao, i went to the bathroom to rinse off my apple xD. ?" , "" , "2011-07-28 05:40:36"
"I ran like Aladdin to the bathroom to rinse it the fuck off my face :L bad times. Same actually, sometimes. Schweeet. (:" , "" , "2011-07-28 00:59:10"
"i forgot rinse in the bathroom" , "" , "2011-07-27 15:35:11"
"I started screaming and ran to the bathroom to rinse it off , and it started bleeding more , thennnn...." , "" , "2011-07-27 04:35:05"
"I have to rinse this shit out of my hair like NOW and my dads in the bathroom -_____-" , "" , "2011-07-26 02:44:05"
"That shower was what I needed. Now all I gotta do is floss, brush nd rinse wit LISTERINE! But the bathroom is taken. *sighs*" , "" , "2011-07-26 02:06:51"
"Fenna hop in this tub and rinse of the cheeks so I can hop on oovoo" , "" , "2011-07-28 04:43:46"
"re-living childhood memories so i can pass them on to my girls...&quot;lean ova di tub likkle more mek mi rinse it out&quot; #HairLesson" , "'HairLesson'" , "2011-07-28 01:46:12"
"This special effects hair dye is so potently strong that I'm scared to rinse it out in my tub... might have to take to the back yard w/ hose" , "" , "2011-07-28 01:43:44"
"&amp;As much as you rinse yo self off while you sittin down that wet dirt be gatherin around yo axx... &amp;I can't just get out the tub like th ..." , "" , "2011-07-28 00:47:10"
"*makes a contented noise as I condition your hair and rinse it again, lifting you again as I get us out of the tub, sitting ..." , "" , "2011-07-25 00:57:12"
"I have to lather and rinse 2-3 times in order feel clean idk why" , "" , "2011-07-28 05:00:00"
"Friend in Laos wished me &quot;courage, patience, and persistence&quot; with the stuff I'm going through. And to that I say, &quot;lather, rinse, repeat.&quot;" , "" , "2011-07-28 04:19:36"
"Me + Benihana = Not a good mix. I'm too oily. I need a good lather, rinse, and repeat." , "" , "2011-07-28 04:11:13"
"Procrastination = I have lots of time. Enough time. I'll start later. Its due 2morrow! Freak out! DONE! &quot;Never Again&quot;... Lather Rinse Repeat" , "" , "2011-07-28 03:13:16"
"I feel like Bill Murray. Sun comes up, Reds play, Reds lose, rinse, lather, repeat. #Reds" , "'Reds'" , "2011-07-28 01:58:17"
"I just want to beat him up and then marry him lather rinse repeat LMAO" , "" , "2011-07-27 13:59:32"
"You know how I keep my weave healthy? Well, you know how the bottle says lather, rinse, repeat? (I don't repeat.c;)" , "" , "2011-07-27 04:20:28"
"I shampoo in sections and I just lather in my hands and rub the lather down the length of my hair and rinse. :)" , "" , "2011-07-27 02:41:11"
